method,metric,mean,ci95_low,ci95_high,n_blocks
SASP-NoVirtualQueue,decision_p95_ms,8.038216666666663,7.679492171258771,8.396941162074555,5
SASP-NoCriticalCoverage,deadline_expiration_class0,0.003092097655558553,0.0012776046152144812,0.004906590695902624,5
SASP-NoCriticalCoverage,queue_overflow_packet_probability,0.01609323601133027,0.009154381915524722,0.02303209010713582,5
SASP-NoCriticalCoverage,cohort_goodput_mbps,4.172763888888889,4.0995347092699435,4.245993068507835,5
SASP-NoCriticalCoverage,energy_j,0.097432040900881,0.09457470652863856,0.10028937527312345,5
SASP-NoCriticalCoverage,throughput_mbps,3.7277681147940243,3.68517364567509,3.7703625839129584,5
SASP-NoCriticalCoverage,total_packet_failure_probability,0.01962509363141524,0.010861043874151911,0.028389143388678567,5
SASP-NoCriticalCoverage,deadline_expiration_class1,0.00398827585823779,0.001858797676387061,0.006117754040088519,5
SASP-NoCriticalCoverage,deadline_expiration_class2,0.00462495667151417,0.001046773940450029,0.008203139402578311,5
SASP-NoCriticalCoverage,controller_median_ms,6.196203333333334,5.787697017981979,6.604709648684689,5
SASP-NoCriticalCoverage,controller_p95_ms,8.260722166666664,7.593723731241026,8.927720602092302,5
SASP-NoCriticalCoverage,decision_median_ms,6.181288333333333,5.772468693424221,6.590107973242445,5
SASP-NoCriticalCoverage,decision_p95_ms,8.244338916666665,7.5774805322794325,8.911197301053898,5
SASP-GreedyAssignment,deadline_expiration_class0,0.00698124623630586,0.004522785177479789,0.009439707295131931,5
SASP-GreedyAssignment,queue_overflow_packet_probability,0.024207466025579934,0.016193523169192175,0.03222140888196769,5
SASP-GreedyAssignment,cohort_goodput_mbps,4.097236111111111,4.0365464049859865,4.157925817236236,5
SASP-GreedyAssignment,energy_j,0.09959850023499198,0.09649864712119373,0.10269835334879023,5
SASP-GreedyAssignment,throughput_mbps,3.582426806974831,3.531592973670261,3.6332606402794005,5
SASP-GreedyAssignment,total_packet_failure_probability,0.032342535304109056,0.022324946613036058,0.042360123995182054,5
SASP-GreedyAssignment,deadline_expiration_class1,0.007954357389689245,0.004716014656969643,0.011192700122408847,5
SASP-GreedyAssignment,deadline_expiration_class2,0.0155510120103193,0.010378460547687676,0.020723563472950925,5
SASP-GreedyAssignment,controller_median_ms,6.459275833333334,6.173607597537009,6.744944069129659,5
SASP-GreedyAssignment,controller_p95_ms,8.44138083333333,7.957739677352916,8.925021989313745,5
SASP-GreedyAssignment,decision_median_ms,6.444463333333333,6.1584498882383665,6.7304767784283,5
SASP-GreedyAssignment,decision_p95_ms,8.42340558333333,7.938021926508891,8.90878924015777,5
