method,metric,mean,ci95_low,ci95_high,n_blocks
MaxWeight,deadline_expiration_class0,0.09796120563663174,0.08786184111618778,0.10806057015707571,5
MaxWeight,queue_overflow_packet_probability,0.033240945899122284,0.0313384115185945,0.03514348027965007,5
MaxWeight,cohort_goodput_mbps,1.9286712962962962,1.9083251362264668,1.9490174563661256,5
MaxWeight,energy_j,0.04708558636097041,0.04605408727294266,0.04811708544899816,5
MaxWeight,throughput_mbps,1.9313078109600899,1.91403105633947,1.9485845655807097,5
MaxWeight,total_packet_failure_probability,0.09869201530183137,0.09191056161981082,0.10547346898385193,5
MaxWeight,deadline_expiration_class1,0.04225912670590312,0.03776694355213133,0.04675130985967491,5
MaxWeight,deadline_expiration_class2,0.004450698024626991,0.00246099408444794,0.006440401964806042,5
MaxWeight,controller_median_ms,0.5787208333333334,0.5602941220241983,0.5971475446424684,5
MaxWeight,controller_p95_ms,0.8627113333333328,0.7844893049460192,0.9409333617206465,5
MaxWeight,decision_median_ms,0.5787208333333334,0.5602941220241983,0.5971475446424684,5
MaxWeight,decision_p95_ms,0.8627113333333328,0.7844893049460192,0.9409333617206465,5
WeightedMaxWeight,deadline_expiration_class0,0.05761412910915176,0.05446162082539331,0.0607666373929102,5
WeightedMaxWeight,queue_overflow_packet_probability,0.031149406208726527,0.028886444669063815,0.03341236774838924,5
WeightedMaxWeight,cohort_goodput_mbps,1.9606805555555558,1.935057137719462,1.9863039733916494,5
WeightedMaxWeight,energy_j,0.04738271839315026,0.04616252951092892,0.0486029072753716,5
WeightedMaxWeight,throughput_mbps,1.9463592026963064,1.9276256934702938,1.965092711922319,5
WeightedMaxWeight,total_packet_failure_probability,0.07418522245775126,0.06784124980711258,0.08052919510838995,5
WeightedMaxWeight,deadline_expiration_class1,0.03558092836819577,0.029771994849560845,0.04138986188683069,5
WeightedMaxWeight,deadline_expiration_class2,0.0069854746449353345,0.0031035058769828556,0.010867443412887813,5
WeightedMaxWeight,controller_median_ms,0.5543516666666667,0.526757394198472,0.5819459391348614,5
WeightedMaxWeight,controller_p95_ms,0.889148583333333,0.7441560839675051,1.034141082699161,5
WeightedMaxWeight,decision_median_ms,0.5543516666666667,0.526757394198472,0.5819459391348614,5
WeightedMaxWeight,decision_p95_ms,0.889148583333333,0.7441560839675051,1.034141082699161,5
EDF,deadline_expiration_class0,0.0004434589800443459,-0.000787780534455784,0.0016746984945444758,5
EDF,queue_overflow_packet_probability,0.020863357654857615,0.017805186742042636,0.023921528567672594,5
EDF,cohort_goodput_mbps,2.0495416666666664,2.024110895092446,2.074972438240887,5
EDF,energy_j,0.04763489110541117,0.04634010656452382,0.04892967564629852,5
EDF,throughput_mbps,1.9215952646165437,1.9037166233846796,1.9394739058484078,5
EDF,total_packet_failure_probability,0.02127643158617292,0.017563945196488243,0.0249889179758576,5
EDF,deadline_expiration_class1,0.0,0.0,0.0,5
EDF,deadline_expiration_class2,0.00015723270440251572,-0.0002793152681128606,0.000593780676917892,5
EDF,controller_median_ms,0.4329558333333333,0.41790848886225235,0.4480031778044143,5
EDF,controller_p95_ms,0.7479662499999995,0.7335844313328346,0.7623480686671644,5
EDF,decision_median_ms,0.4329558333333333,0.41790848886225235,0.4480031778044143,5
EDF,decision_p95_ms,0.7479662499999995,0.7335844313328346,0.7623480686671644,5
LyapunovDPP-Energy,deadline_expiration_class0,0.10458885281513389,0.09282822107739054,0.11634948455287723,5
LyapunovDPP-Energy,queue_overflow_packet_probability,0.03729571103539728,0.03557284923144543,0.039018572839349126,5
LyapunovDPP-Energy,cohort_goodput_mbps,1.9133287037037037,1.8933340368309968,1.9333233705764106,5
LyapunovDPP-Energy,energy_j,0.04523708377274938,0.04434230797577142,0.046131859569727346,5
LyapunovDPP-Energy,throughput_mbps,1.919212510909564,1.9026163545146284,1.9358086673044994,5
LyapunovDPP-Energy,total_packet_failure_probability,0.1072068069811766,0.10107226344070229,0.11334135052165091,5
LyapunovDPP-Energy,deadline_expiration_class1,0.04509356759711832,0.03729578115292305,0.05289135404131359,5
LyapunovDPP-Energy,deadline_expiration_class2,0.00621139614137804,0.0034644149193256064,0.008958377363430473,5
LyapunovDPP-Energy,controller_median_ms,0.5811733333333333,0.5522717564440607,0.610074910222606,5
LyapunovDPP-Energy,controller_p95_ms,0.8400581666666664,0.7605000983581576,0.9196162349751753,5
LyapunovDPP-Energy,decision_median_ms,0.5811733333333333,0.5522717564440607,0.610074910222606,5
LyapunovDPP-Energy,decision_p95_ms,0.8400581666666664,0.7605000983581576,0.9196162349751753,5
