figure,panel,suite,method,metric,unit,estimand,mean,ci95_low,ci95_high,n_blocks,n_evaluable_scenarios
3,f,stationary,SASP,deadline_expiration_class0,%,mean,0.0,0.0,0.0,10,719
3,f,stress,SASP,deadline_expiration_class0,%,mean,0.3041688694436021,0.2558524615710081,0.3524852773161961,10,719
3,f,long_stress,SASP,deadline_expiration_class0,%,mean,1.244928109039045,1.089503758310221,1.400352459767869,5,120
4,a,ablation,SASP-NoPredictedService,cohort_goodput_mbps,Mbps,SASP_minus_ablation,2.632675925925926,2.5415927521350685,2.7237590997167835,5,120
4,a,ablation,SASP-NoVirtualQueue,cohort_goodput_mbps,Mbps,SASP_minus_ablation,0.0300879629629629,0.01620415459168782,0.04397177133423798,5,120
4,a,ablation,SASP-NoCriticalCoverage,cohort_goodput_mbps,Mbps,SASP_minus_ablation,0.00258333333333333,0.0001812847617185271,0.004985381904948133,5,120
4,a,ablation,SASP-GreedyAssignment,cohort_goodput_mbps,Mbps,SASP_minus_ablation,0.07811111111111106,0.06665928133700488,0.08956294088521724,5,120
4,b,ablation,SASP-NoPredictedService,queue_overflow_packet_probability,pp,ablation_minus_SASP,18.23651600345442,17.791192130679924,18.681839876228914,5,120
4,b,ablation,SASP-NoVirtualQueue,queue_overflow_packet_probability,pp,ablation_minus_SASP,0.32252265164383676,0.19869917706116536,0.44634612622650816,5,120
4,b,ablation,SASP-NoCriticalCoverage,queue_overflow_packet_probability,pp,ablation_minus_SASP,0.01652177214456224,-0.01213210116723129,0.04517564545635577,5,120
