suite,method,metric,mean,ci95_low,ci95_high,n_blocks,n_evaluable_scenarios
ablation,SASP-GreedyAssignment,throughput_mbps,3.582426806974831,3.531592973670261,3.6332606402794005,5,120
ablation,SASP-GreedyAssignment,controller_median_ms,6.459275833333334,6.173607597537009,6.744944069129659,5,120
ablation,SASP-GreedyAssignment,controller_p95_ms,8.44138083333333,7.957739677352916,8.925021989313745,5,120
long_stress,SASP,cohort_goodput_mbps,3.6508453703703707,3.62440692620216,3.6772838145385816,5,120
long_stress,SASP,queue_overflow_packet_probability,0.0774074998397959,0.07314226671274499,0.08167273296684682,5,120
long_stress,SASP,deadline_expiration_class0,0.012449281090390448,0.010895037583102209,0.014003524597678688,5,120
long_stress,SASP,deadline_expiration_class1,0.02308641319902218,0.01888892478158685,0.027283901616457513,5,120
long_stress,SASP,deadline_expiration_class2,0.12219419961786171,0.11166779115400234,0.1327206080817211,5,120
long_stress,SASP,energy_j,0.47552528081496515,0.463930583822587,0.4871199778073433,5,120
long_stress,SASP,total_packet_failure_probability,0.10631086337985826,0.1005399411186706,0.11208178564104593,5,120
long_stress,SASP,throughput_mbps,3.645574609600049,3.6242809211109126,3.6668682980891854,5,120
long_stress,SASP,controller_median_ms,7.217969999999999,7.064631907425823,7.371308092574176,5,120
long_stress,SASP,controller_p95_ms,9.049498166666664,8.764513418412964,9.334482914920365,5,120
long_stress,MaxRateMatching,cohort_goodput_mbps,3.283082407407408,3.267368970979377,3.298795843835439,5,120
long_stress,MaxRateMatching,queue_overflow_packet_probability,0.09829540339939619,0.09550352790241497,0.1010872788963774,5,120
long_stress,MaxRateMatching,deadline_expiration_class0,0.047592905584596015,0.04482137374072896,0.05036443742846307,5,120
long_stress,MaxRateMatching,deadline_expiration_class1,0.13158395578134124,0.11953094201124738,0.14363696955143512,5,120
long_stress,MaxRateMatching,deadline_expiration_class2,0.1266449694545264,0.11794219384561261,0.13534774506344022,5,120
long_stress,MaxRateMatching,energy_j,0.41410171646766153,0.40848216432351614,0.4197212686118069,5,120
long_stress,MaxRateMatching,total_packet_failure_probability,0.18594423770456653,0.17949888744005002,0.19238958796908304,5,120
long_stress,MaxRateMatching,throughput_mbps,3.58490101929286,3.5629092050019944,3.606892833583726,5,120
long_stress,MaxRateMatching,controller_median_ms,1.415815,1.372896177948109,1.458733822051891,5,120
long_stress,MaxRateMatching,controller_p95_ms,2.1135459166666664,2.0359991512582414,2.1910926820750913,5,120
long_stress,MaxWeight,cohort_goodput_mbps,3.2558453703703707,3.241134486915331,3.2705562538254105,5,120
long_stress,MaxWeight,queue_overflow_packet_probability,0.0950902127295827,0.09098458619079783,0.09919583926836756,5,120
long_stress,MaxWeight,deadline_expiration_class0,0.23108093158135312,0.2230524745968522,0.23910938856585404,5,120
long_stress,MaxWeight,deadline_expiration_class1,0.07152402366562184,0.06642545528184529,0.07662259204939839,5,120
long_stress,MaxWeight,deadline_expiration_class2,0.09862280341988036,0.09226847845706479,0.10497712838269593,5,120
long_stress,MaxWeight,energy_j,0.3990006830338392,0.3940891606471383,0.40391220542054007,5,120
long_stress,MaxWeight,total_packet_failure_probability,0.2495537373050321,0.23743193369347226,0.26167554091659195,5,120
long_stress,MaxWeight,throughput_mbps,3.514182650976571,3.4976003052928473,3.5307649966602943,5,120
long_stress,MaxWeight,controller_median_ms,1.9536850000000001,1.911020958306127,1.9963490416938732,5,120
long_stress,MaxWeight,controller_p95_ms,2.496253833333333,2.421211914868746,2.5712957517979196,5,120
long_stress,WeightedMaxWeight,cohort_goodput_mbps,3.298385185185185,3.2828429719072836,3.3139273984630866,5,120
long_stress,WeightedMaxWeight,queue_overflow_packet_probability,0.09151359196204625,0.0884401203057937,0.0945870636182988,5,120
long_stress,WeightedMaxWeight,deadline_expiration_class0,0.09175849957687053,0.08690309178465944,0.09661390736908163,5,120
long_stress,WeightedMaxWeight,deadline_expiration_class1,0.0986062757760621,0.08975771976321936,0.10745483178890483,5,120
long_stress,WeightedMaxWeight,deadline_expiration_class2,0.1405982892467912,0.1322038412972481,0.14899273719633432,5,120
long_stress,WeightedMaxWeight,energy_j,0.4131102169624191,0.40768637155273135,0.4185340623721069,5,120
long_stress,WeightedMaxWeight,total_packet_failure_probability,0.1915023901337251,0.18469629316106081,0.1983084871063894,5,120
long_stress,WeightedMaxWeight,throughput_mbps,3.5877081098438013,3.5688263530850217,3.606589866602581,5,120
long_stress,WeightedMaxWeight,controller_median_ms,1.83912,1.799514768367729,1.8787252316322711,5,120
long_stress,WeightedMaxWeight,controller_p95_ms,2.4756841666666665,2.4013008241530045,2.5500675091803284,5,120
long_stress,EDF,cohort_goodput_mbps,3.4876240740740743,3.473832131773615,3.5014160163745336,5,120
long_stress,EDF,queue_overflow_packet_probability,0.12098674194828447,0.11690536355882028,0.12506812033774867,5,120
long_stress,EDF,deadline_expiration_class0,0.0075822745794468,0.006252366288084387,0.008912182870809214,5,120
long_stress,EDF,deadline_expiration_class1,0.015139901709661004,0.011581714744410157,0.01869808867491185,5,120
long_stress,EDF,deadline_expiration_class2,0.07761678603517055,0.06102027992736883,0.09421329214297228,5,120
long_stress,EDF,energy_j,0.41452421237372256,0.40962712372171384,0.4194213010257313,5,120
long_stress,EDF,total_packet_failure_probability,0.13934109939411837,0.1331034606231151,0.14557873816512165,5,120
long_stress,EDF,throughput_mbps,3.5021086325293735,3.4853887983786827,3.5188284666800644,5,120
long_stress,EDF,controller_median_ms,1.6865824999999997,1.6564304657666393,1.71673453423336,5,120
long_stress,EDF,controller_p95_ms,2.478066416666666,2.363990418308617,2.5921424150247154,5,120
long_stress,LyapunovDPP-Energy,cohort_goodput_mbps,3.230921296296296,3.2189460578447346,3.242896534747857,5,120
long_stress,LyapunovDPP-Energy,queue_overflow_packet_probability,0.09716889868088835,0.09379463488302717,0.10054316247874953,5,120
long_stress,LyapunovDPP-Energy,deadline_expiration_class0,0.2383319259391758,0.22871505994112307,0.24794879193722852,5,120
long_stress,LyapunovDPP-Energy,deadline_expiration_class1,0.0747285077760136,0.07157429127770606,0.07788272427432114,5,120
long_stress,LyapunovDPP-Energy,deadline_expiration_class2,0.09645424953363908,0.08752268065158667,0.1053858184156915,5,120
long_stress,LyapunovDPP-Energy,energy_j,0.37158755645310176,0.3686858930479966,0.37448921985820693,5,120
long_stress,LyapunovDPP-Energy,total_packet_failure_probability,0.2561718460429402,0.24422415244732257,0.26811953963855784,5,120
long_stress,LyapunovDPP-Energy,throughput_mbps,3.5033153775746264,3.488115994395965,3.5185147607532876,5,120
long_stress,LyapunovDPP-Energy,controller_median_ms,1.9630691666666666,1.9237664233450074,2.002371909988326,5,120
long_stress,LyapunovDPP-Energy,controller_p95_ms,2.5902261666666666,2.449720632399762,2.730731700933571,5,120
scale12,SASP,cohort_goodput_mbps,2.0935694444444444,2.0594461473483805,2.1276927415405082,5,120
scale12,SASP,queue_overflow_packet_probability,0.008674091253839566,0.006832067386682347,0.010516115120996785,5,120
scale12,SASP,deadline_expiration_class0,0.0017171121604015985,-0.00030239594442316164,0.0037366202652263586,5,113
scale12,SASP,deadline_expiration_class1,0.0010420512946372207,0.00019285690185191957,0.0018912456874225218,5,119
scale12,SASP,deadline_expiration_class2,0.00015723270440251572,-0.0002793152681128606,0.000593780676917892,5,120
scale12,SASP,energy_j,0.053959220928488705,0.05260377176487983,0.05531467009209758,5,120
scale12,SASP,total_packet_failure_probability,0.010282716882992232,0.00691225093840706,0.013653182827577404,5,120
scale12,SASP,throughput_mbps,1.9734445736758546,1.9491921598885142,1.997696987463195,5,120
scale12,SASP,controller_median_ms,1.6099883333333331,1.5558297987607856,1.6641468679058806,5,120
scale12,SASP,controller_p95_ms,2.5198869166666658,2.415305711897384,2.6244681214359473,5,120
scale12,MaxRateMatching,cohort_goodput_mbps,1.9551805555555557,1.9352167658327504,1.975144345278361,5,120
scale12,MaxRateMatching,queue_overflow_packet_probability,0.037531756628528,0.030942697441788344,0.04412081581526765,5,120
scale12,MaxRateMatching,deadline_expiration_class0,0.0403781765054866,0.037853313682182574,0.042903039328790624,5,113
scale12,MaxRateMatching,deadline_expiration_class1,0.037643329359582076,0.03083045414764428,0.04445620457151987,5,119
scale12,MaxRateMatching,deadline_expiration_class2,0.00832834249751169,-7.658517046869526e-06,0.016664343512070252,5,120
scale12,MaxRateMatching,energy_j,0.047154542824432724,0.045918301823462765,0.04839078382540268,5,120
scale12,MaxRateMatching,total_packet_failure_probability,0.07206201871976696,0.06421134160918514,0.07991269583034878,5,120
scale12,MaxRateMatching,throughput_mbps,1.9421775666345247,1.9225280080057612,1.9618271252632882,5,120
scale12,MaxRateMatching,controller_median_ms,0.42193416666666667,0.39711266067322387,0.44675567266010946,5,120
scale12,MaxRateMatching,controller_p95_ms,0.6764237499999997,0.5882734771829953,0.764574022817004,5,120
scale12,MaxWeight,cohort_goodput_mbps,1.9286712962962962,1.9083251362264668,1.9490174563661256,5,120
scale12,MaxWeight,queue_overflow_packet_probability,0.033240945899122284,0.0313384115185945,0.03514348027965007,5,120
scale12,MaxWeight,deadline_expiration_class0,0.09796120563663174,0.08786184111618778,0.10806057015707571,5,113
scale12,MaxWeight,deadline_expiration_class1,0.04225912670590312,0.03776694355213133,0.04675130985967491,5,119
scale12,MaxWeight,deadline_expiration_class2,0.004450698024626991,0.00246099408444794,0.006440401964806042,5,120
scale12,MaxWeight,energy_j,0.04708558636097041,0.04605408727294266,0.04811708544899816,5,120
scale12,MaxWeight,total_packet_failure_probability,0.09869201530183137,0.09191056161981082,0.10547346898385193,5,120
scale12,MaxWeight,throughput_mbps,1.9313078109600899,1.91403105633947,1.9485845655807097,5,120
scale12,MaxWeight,controller_median_ms,0.5787208333333334,0.5602941220241983,0.5971475446424684,5,120
scale12,MaxWeight,controller_p95_ms,0.8627113333333328,0.7844893049460192,0.9409333617206465,5,120
scale12,WeightedMaxWeight,cohort_goodput_mbps,1.9606805555555558,1.935057137719462,1.9863039733916494,5,120
