method,block,index,scenario_seed,throughput_mbps,avg_delay_ms,offered_packets,accepted_packets,completed_on_time_packets,queue_overflow_packets,deadline_expired_packets,queue_overflow_packet_probability,deadline_expiration_probability,deadline_expiration_given_admission,total_packet_failure_probability,on_time_delivery_probability,deadline_violation_prob,queue_saturation_device_slot_probability,queue_saturation_slot_probability,energy_j,energy_eff_bpj,minimum_battery_fraction,battery_penalty_activation_possible,jain_fairness_classes,jain_fairness_devices,utilization,mean_scheduled_channels,idle_channel_rate,reservation_conflict_rate,valid_schedule_rate,channel_action_entropy,power_action_entropy,deadline_total,measurement_steps,deadline_followup_steps,total_simulated_steps,background_arrivals_followup,background_overflow_followup,background_deadline_expired_followup,warm_start_packets_excluded,warm_start_deadline_expired_excluded,followup_delivered_bits,followup_energy_j,monitored_residual_packets,packet_outcome_conservation_error,monitored_cohort_complete,regime_code,deadline_expiration_class0,deadline_expiration_given_admission_class0,total_packet_failure_class0,on_time_delivery_class0,deadline_violation_class0,queue_overflow_class0,offered_packets_class0,accepted_packets_class0,completed_on_time_packets_class0,deadline_expired_packets_class0,monitored_residual_packets_class0,served_bits_class0,deadline_expiration_class1,deadline_expiration_given_admission_class1,total_packet_failure_class1,on_time_delivery_class1,deadline_violation_class1,queue_overflow_class1,offered_packets_class1,accepted_packets_class1,completed_on_time_packets_class1,deadline_expired_packets_class1,monitored_residual_packets_class1,served_bits_class1,deadline_expiration_class2,deadline_expiration_given_admission_class2,total_packet_failure_class2,on_time_delivery_class2,deadline_violation_class2,queue_overflow_class2,offered_packets_class2,accepted_packets_class2,completed_on_time_packets_class2,deadline_expired_packets_class2,monitored_residual_packets_class2,served_bits_class2,phase_pre_surge_slots,phase_pre_surge_throughput_mbps,phase_pre_surge_queue_overflow_packet_probability,phase_pre_surge_deadline_violation_class0,phase_pre_surge_deadline_expiration_probability_by_arrival_cohort,phase_surge_slots,phase_surge_throughput_mbps,phase_surge_queue_overflow_packet_probability,phase_surge_deadline_violation_class0,phase_surge_deadline_expiration_probability_by_arrival_cohort,phase_degradation_slots,phase_degradation_throughput_mbps,phase_degradation_queue_overflow_packet_probability,phase_degradation_deadline_violation_class0,phase_degradation_deadline_expiration_probability_by_arrival_cohort,phase_recovery_slots,phase_recovery_throughput_mbps,phase_recovery_queue_overflow_packet_probability,phase_recovery_deadline_violation_class0,phase_recovery_deadline_expiration_probability_by_arrival_cohort,phase_stationary_slots,phase_stationary_throughput_mbps,phase_stationary_queue_overflow_packet_probability,phase_stationary_deadline_violation_class0,phase_stationary_deadline_violation_prob,phase_stationary_deadline_expiration_probability_by_arrival_cohort,phase_stationary_total_packet_failure_probability_by_arrival_cohort,phase_stationary_on_time_delivery_probability_by_arrival_cohort,phase_stationary_deadline_expiration_class0_by_arrival_cohort,phase_stationary_queue_backlog_packets_class0,phase_stationary_service_bits_class0,phase_stationary_deadline_expiration_class1_by_arrival_cohort,phase_stationary_queue_backlog_packets_class1,phase_stationary_service_bits_class1,phase_stationary_deadline_expiration_class2_by_arrival_cohort,phase_stationary_queue_backlog_packets_class2,phase_stationary_service_bits_class2,phase_domain_base_slots,phase_domain_base_throughput_mbps,phase_domain_base_queue_overflow_packet_probability,phase_domain_base_deadline_violation_class0,phase_domain_base_deadline_expiration_probability_by_arrival_cohort,phase_domain_shift_slots,phase_domain_shift_throughput_mbps,phase_domain_shift_queue_overflow_packet_probability,phase_domain_shift_deadline_violation_class0,phase_domain_shift_deadline_expiration_probability_by_arrival_cohort,recovery_achieved,recovery_time_slots,recovery_time_slots_censored,recovery_slots_observed,cohort_goodput_mbps,cohort_on_time_payload_bits,controller_median_ms,controller_p95_ms,decision_median_ms,decision_p95_ms,episode_wall_seconds,selected_service_prediction_bias_bits,selected_service_prediction_mae_bits,predicted_service_bits_primary
EDF,0,3,411000003,3.1733333546762585,3.16,350.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06457011733837599,8846197.395745555,0.9995066535779521,0.0,0.879305653630309,0.9119594955121675,0.8455555555555555,4.227777777777778,0.15444444444444444,0.0,1.0,0.9962764445481244,0.7942132633911669,0.0,180.0,180.0,360.0,349.0,0.0,0.0,12.0,0.0,562353.3401509171,0.06396992671736747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,99900.0,0.0,0.0,0.0,1.0,0.0,0.0,165.0,165.0,165.0,0.0,0.0,272000.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,199300.0038417264,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.1733333546762585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111111111111111,99900.0,0.0,1.3777777777777778,272000.0,0.0,3.272222222222222,199300.0038417264,0.0,,,,,0.0,,,,,,,0.0,0.0,3.0905555555555555,556300.0,0.7084,1.0502599999999993,0.7084,1.0502599999999993,0.5354706000071019,0.0,0.0,571200.0038417266
LyapunovDPP-Energy,0,3,411000003,3.1551434479962484,5.775510204081633,350.0,348.0,343.0,2.0,5.0,0.005714285714285714,0.014285714285714285,0.014367816091954023,0.02,0.98,0.014285714285714285,0.0060185185185185185,0.14444444444444443,0.06042374264592039,9399050.700439675,0.9995172541306793,0.0,0.8846175084786475,0.9150367783400172,0.8222222222222222,4.111111111111111,0.17777777777777778,0.0,1.0,0.9974564012647955,0.7135868497655069,5.0,180.0,180.0,360.0,349.0,1.0,2.0,12.0,0.0,559819.6388634393,0.06062141209214089,0.0,0.0,1.0,0.0,0.009009009009009009,0.009009009009009009,0.009009009009009009,0.990990990990991,0.009009009009009009,0.0,111.0,111.0,110.0,1.0,0.0,99812.21090180721,0.024242424242424242,0.024539877300613498,0.03636363636363636,0.9636363636363636,0.024242424242424242,0.012121212121212121,165.0,163.0,159.0,4.0,0.0,265748.8206111591,0.0,0.0,0.0,1.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,202364.78912635846,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.1551434479962484,0.005714285714285714,0.009009009009009009,0.014285714285714285,0.014285714285714285,0.02,0.98,0.009009009009009009,0.2777777777777778,99812.21090180721,0.024242424242424242,6.7444444444444445,265748.8206111591,0.0,3.938888888888889,202364.78912635846,0.0,,,,,0.0,,,,,,,0.0,0.0,3.0322222222222224,545800.0,0.8801,1.3326299999999998,0.8801,1.3326299999999998,0.5911234000232071,0.0,0.0,567925.8206393247
SASP,0,3,411000003,3.1809391779024487,3.057142857142857,350.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07049801568158365,8121775.435617181,0.9995277076705054,0.0,0.8796314216951758,0.9141764699643377,0.8333333333333334,4.166666666666667,0.16666666666666666,0.0,1.0,0.9986410360563195,0.9128734804500107,0.0,180.0,180.0,360.0,349.0,0.0,0.0,12.0,0.0,560984.2919702028,0.06914890907306855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,99900.0,0.0,0.0,0.0,1.0,0.0,0.0,165.0,165.0,165.0,0.0,0.0,272000.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,200669.05202244065,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.1809391779024487,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08888888888888889,99900.0,0.0,1.4222222222222223,272000.0,0.0,3.0,200669.05202244065,0.0,,,,,0.0,,,,,,,0.0,0.0,3.0905555555555555,556300.0,1.8228,3.2148599999999994,1.809,3.2011899999999995,0.9980065999552608,0.0,0.0,572569.0520224408
MaxRateMatching,0,3,411000003,3.182843541318526,3.6580459770114944,350.0,350.0,348.0,0.0,2.0,0.0,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.9942857142857143,0.005714285714285714,0.0,0.0,0.06382751391450038,8975938.467614045,0.9995241986550804,0.0,0.8783004553603396,0.9147404899707283,0.8311111111111111,4.155555555555556,0.1688888888888889,0.0,1.0,0.996033571331772,0.7999321079466608,2.0,180.0,180.0,360.0,349.0,3.0,2.0,12.0,0.0,556190.1839238151,0.06221121177117092,0.0,0.0,1.0,0.0,0.018018018018018018,0.018018018018018018,0.018018018018018018,0.9819819819819819,0.018018018018018018,0.0,111.0,111.0,109.0,2.0,0.0,98922.47438468301,0.0,0.0,0.0,1.0,0.0,0.0,165.0,165.0,165.0,0.0,0.0,272000.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,201989.36305265193,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.182843541318526,0.0,0.018018018018018018,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.9942857142857143,0.018018018018018018,0.4666666666666667,98922.47438468301,0.0,2.5833333333333335,272000.0,0.0,2.5555555555555554,201989.36305265193,0.0,,,,,0.0,,,,,,,0.0,0.0,3.0805555555555557,554500.0,0.7477,1.2177999999999995,0.7477,1.2177999999999995,0.5768203999614343,0.0,0.0,572911.8374373347
MaxWeight,0,3,411000003,3.182513582242913,3.9597701149425286,350.0,350.0,348.0,0.0,2.0,0.0,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.9942857142857143,0.005714285714285714,0.0,0.0,0.06411264755346018,8935092.63248024,0.9995136716088032,0.0,0.8788623339544684,0.9154788050001208,0.8355555555555556,4.177777777777778,0.16444444444444445,0.0,1.0,0.996334240759029,0.7977887278214802,2.0,180.0,180.0,360.0,349.0,0.0,1.0,12.0,0.0,560597.8661989118,0.0635460933894388,0.0,0.0,1.0,0.0,0.018018018018018018,0.018018018018018018,0.018018018018018018,0.9819819819819819,0.018018018018018018,0.0,111.0,111.0,109.0,2.0,0.0,98906.64498337895,0.0,0.0,0.0,1.0,0.0,0.0,165.0,165.0,165.0,0.0,0.0,271390.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0,74.0,74.0,0.0,0.0,202555.79982034524,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.182513582242913,0.0,0.018018018018018018,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.9942857142857143,0.018018018018018018,0.4111111111111111,98906.64498337895,0.0,3.0388888888888888,271390.0,0.0,2.9055555555555554,202555.79982034524,0.0,,,,,0.0,,,,,,,0.0,0.0,3.0805555555555557,554500.0,0.7954,1.5863599999999998,0.7954,1.5863599999999998,0.6006582999834791,0.0,0.0,572852.4448037243
EDF,0,4,411000004,3.8726152435050407,4.253119429590018,562.0,561.0,561.0,1.0,0.0,0.0017793594306049821,0.0,0.0,0.0017793594306049821,0.998220640569395,0.0,0.003935185185185185,0.09444444444444444,0.08866672405135523,7861695.030338192,0.9995223198583999,0.0,0.8700466130493533,0.9023743440759345,0.99,4.95,0.01,0.0,1.0,0.9999867052485626,0.9536981955774212,0.0,180.0,180.0,360.0,523.0,2.0,0.0,15.0,0.0,633984.9059424672,0.08299177926745624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,363.0,363.0,363.0,0.0,0.0,329400.0,0.0,0.0,0.0,1.0,0.0,0.0,154.0,154.0,154.0,0.0,0.0,254779.99999999994,0.0,0.0,0.022222222222222223,0.9777777777777777,0.0,0.022222222222222223,45.0,44.0,44.0,0.0,0.0,112890.74383090706,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.8726152435050407,0.0017793594306049821,0.0,0.0,0.0,0.0017793594306049821,0.998220640569395,0.0,0.4888888888888889,329400.0,0.0,2.4722222222222223,254779.99999999994,0.0,8.144444444444444,112890.74383090706,0.0,,,,,0.0,,,,,,,0.0,0.0,3.8194444444444446,687500.0,0.9708,1.65324,0.9708,1.65324,0.6365220000734553,0.0,0.0,697070.7438309073
LyapunovDPP-Energy,0,4,411000004,3.824781679331564,6.981785063752277,562.0,558.0,549.0,4.0,9.0,0.0071174377224199285,0.01601423487544484,0.016129032258064516,0.023131672597864767,0.9768683274021353,0.01601423487544484,0.004861111111111111,0.11666666666666667,0.07658087038924753,8989982.730417568,0.9995874294815427,0.0,0.8818279148799808,0.9039377979296273,0.98,4.9,0.02,0.0,1.0,0.9999776817588324,0.8210965889706434,9.0,180.0,180.0,360.0,523.0,3.0,9.0,15.0,0.0,625755.7906654285,0.0717690209351891,0.0,0.0,1.0,0.0,0.01928374655647383,0.01928374655647383,0.01928374655647383,0.9807162534435262,0.01928374655647383,0.0,363.0,363.0,356.0,7.0,0.0,325371.1500045253,0.012987012987012988,0.013333333333333334,0.03896103896103896,0.961038961038961,0.012987012987012988,0.025974025974025976,154.0,150.0,148.0,2.0,0.0,242296.81187597802,0.0,0.0,0.0,1.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,120792.7403991776,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.824781679331564,0.0071174377224199285,0.01928374655647383,0.01601423487544484,0.01601423487544484,0.023131672597864767,0.9768683274021353,0.01928374655647383,4.522222222222222,325371.1500045253,0.012987012987012988,8.938888888888888,242296.81187597802,0.0,6.277777777777778,120792.7403991776,0.0,,,,,0.0,,,,,,,0.0,0.0,3.7455555555555557,674200.0,1.6743,2.827539999999998,1.6743,2.827539999999998,0.9076145000290126,0.0,0.0,688460.7022796815
SASP,0,4,411000004,3.8905445661071165,4.425266903914591,562.0,562.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10262441289606078,6823893.088758043,0.9994817333333345,0.0,0.8754798510183669,0.9008922711647749,0.9911111111111112,4.955555555555556,0.008888888888888889,0.0,1.0,0.9999937448649373,0.9776241408452969,0.0,180.0,180.0,360.0,523.0,0.0,0.0,15.0,0.0,634646.3580978217,0.09421753934617272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,363.0,363.0,363.0,0.0,0.0,329400.0,0.0,0.0,0.0,1.0,0.0,0.0,154.0,154.0,154.0,0.0,0.0,254137.49231556116,0.0,0.0,0.0,1.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,116760.5295837197,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.8905445661071165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5777777777777777,329400.0,0.0,3.2888888888888888,254137.49231556116,0.0,7.777777777777778,116760.5295837197,0.0,,,,,0.0,,,,,,,0.0,0.0,3.8338888888888887,690100.0,3.0183,5.764269999999997,3.0032,5.747429999999997,1.470252100029029,0.0,0.0,700298.021899281
MaxRateMatching,0,4,411000004,3.8652202401524574,4.767025089605735,562.0,560.0,558.0,2.0,2.0,0.0035587188612099642,0.0035587188612099642,0.0035714285714285713,0.0071174377224199285,0.9928825622775801,0.0035587188612099642,0.005324074074074074,0.12777777777777777,0.0884904083149869,7862317.0180311,0.9995276885927452,0.0,0.867839382461717,0.9008962123108475,0.98,4.9,0.02,0.0,1.0,0.9999896220997869,0.9566174079787741,2.0,180.0,180.0,360.0,523.0,2.0,0.0,15.0,0.0,631781.5971161854,0.08087225207524253,0.0,0.0,1.0,0.0,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.9944903581267218,0.005509641873278237,0.0,363.0,363.0,361.0,2.0,0.0,329287.6795584259,0.0,0.0,0.0,1.0,0.0,0.0,154.0,154.0,154.0,0.0,0.0,255160.00000000003,0.0,0.0,0.044444444444444446,0.9555555555555556,0.0,0.044444444444444446,45.0,43.0,43.0,0.0,0.0,111291.96366901646,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.8652202401524574,0.0035587188612099642,0.005509641873278237,0.0035587188612099642,0.0035587188612099642,0.0071174377224199285,0.9928825622775801,0.005509641873278237,1.2833333333333334,329287.6795584259,0.0,3.811111111111111,255160.00000000003,0.0,8.15,111291.96366901646,0.0,,,,,0.0,,,,,,,0.0,0.0,3.795,683100.0,1.0557,1.86736,1.0557,1.86736,0.6526065999642015,0.0,0.0,695739.6432274423
MaxWeight,0,4,411000004,3.850807755006746,6.416666666666667,562.0,558.0,552.0,4.0,6.0,0.0071174377224199285,0.010676156583629894,0.010752688172043012,0.017793594306049824,0.9822064056939501,0.010676156583629894,0.004629629629629629,0.1111111111111111,0.08763680842536152,7909295.287625085,0.9995362547709614,0.0,0.8835667559516964,0.9017632124149807,0.9844444444444445,4.9222222222222225,0.015555555555555555,0.0,1.0,0.9999707506046107,0.94870726247371,6.0,180.0,180.0,360.0,523.0,0.0,2.0,15.0,0.0,629088.8312867552,0.08246109878611885,0.0,0.0,1.0,0.0,0.013774104683195593,0.013774104683195593,0.013774104683195593,0.9862258953168044,0.013774104683195593,0.0,363.0,363.0,358.0,5.0,0.0,324819.7305322968,0.006493506493506494,0.006666666666666667,0.032467532467532464,0.9675324675324676,0.006493506493506494,0.025974025974025976,154.0,150.0,149.0,1.0,0.0,247069.26517780247,0.0,0.0,0.0,1.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,121256.40019111482,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.850807755006746,0.0071174377224199285,0.013774104683195593,0.010676156583629894,0.010676156583629894,0.017793594306049824,0.9822064056939501,0.013774104683195593,4.366666666666666,324819.7305322968,0.006493506493506494,7.344444444444444,247069.26517780247,0.0,6.5777777777777775,121256.40019111482,0.0,,,,,0.0,,,,,,,0.0,0.0,3.7644444444444445,677600.0,1.4263,2.41379,1.4263,2.41379,0.8488033000612631,0.0,0.0,693145.3959012142
WeightedMaxWeight,0,4,411000004,3.8786446971110258,5.924731182795699,562.0,561.0,558.0,1.0,3.0,0.0017793594306049821,0.005338078291814947,0.0053475935828877,0.0071174377224199285,0.9928825622775801,0.005338078291814947,0.00625,0.15,0.08916912793195424,7829571.30648125,0.9995303290396875,0.0,0.8780191920463697,0.9089699257215468,0.9933333333333333,4.966666666666667,0.006666666666666667,0.0,1.0,0.999994560698704,0.9581289331673489,3.0,180.0,180.0,360.0,523.0,0.0,1.0,15.0,0.0,636114.164790036,0.08224844061816083,0.0,0.0,1.0,0.0,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.9917355371900827,0.008264462809917356,0.0,363.0,363.0,360.0,3.0,0.0,326613.0875462993,0.0,0.0,0.0,1.0,0.0,0.0,154.0,154.0,154.0,0.0,0.0,254137.49231556116,0.0,0.0,0.022222222222222223,0.9777777777777777,0.0,0.022222222222222223,45.0,44.0,44.0,0.0,0.0,117405.46561812362,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.8786446971110258,0.0017793594306049821,0.008264462809917356,0.005338078291814947,0.005338078291814947,0.0071174377224199285,0.9928825622775801,0.008264462809917356,2.111111111111111,326613.0875462993,0.0,6.133333333333334,254137.49231556116,0.0,8.327777777777778,117405.46561812362,0.0,,,,,0.0,,,,,,,0.0,0.0,3.8044444444444445,684800.0,1.3831,2.40807,1.3831,2.40807,0.8060034000081941,0.0,0.0,698156.0454799846
LyapunovDPP-Energy,0,5,411000005,3.386740000751045,4.59375,418.0,418.0,416.0,0.0,2.0,0.0,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.9952153110047847,0.004784688995215311,0.0,0.0,0.06667940304598415,9142451.376098556,0.9994664667458506,0.0,0.9960847070116317,0.8989046708987836,0.9122222222222223,4.561111111111111,0.08777777777777777,0.0,1.0,0.9988468629207333,0.701504562397532,2.0,180.0,180.0,360.0,398.0,8.0,1.0,9.0,0.0,539205.4750368715,0.05969476415745843,0.0,0.0,1.0,0.0,0.004878048780487805,0.004878048780487805,0.004878048780487805,0.9951219512195122,0.004878048780487805,0.0,205.0,205.0,204.0,1.0,0.0,185394.9646922337,0.007352941176470588,0.007352941176470588,0.007352941176470588,0.9926470588235294,0.007352941176470588,0.0,136.0,136.0,135.0,1.0,0.0,214470.6436139386,0.0,0.0,0.0,1.0,0.0,0.0,77.0,77.0,77.0,0.0,0.0,209747.59182901567,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.386740000751045,0.0,0.004878048780487805,0.004784688995215311,0.004784688995215311,0.004784688995215311,0.9952153110047847,0.004878048780487805,0.8944444444444445,185394.9646922337,0.007352941176470588,3.0555555555555554,214470.6436139386,0.0,4.622222222222222,209747.59182901567,0.0,,,,,0.0,,,,,,,0.0,0.0,3.332222222222222,599800.0,0.9783,1.7381099999999998,0.9783,1.7381099999999998,0.6634476999752223,0.0,0.0,609613.2001351881
SASP,0,5,411000005,3.3823270796360525,3.2966507177033493,418.0,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08215570593028229,7410548.877166681,0.9994981227777444,0.0,0.9960038342612744,0.8989764678655475,0.9144444444444444,4.572222222222222,0.08555555555555555,0.0,1.0,0.9994631740165186,0.9721729344188346,0.0,180.0,180.0,360.0,398.0,0.0,0.0,9.0,0.0,571980.1721996322,0.07619919760429421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205.0,205.0,205.0,0.0,0.0,186300.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,217600.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,77.0,77.0,0.0,0.0,204918.87433448923,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3823270796360525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16111111111111112,186300.0,0.0,1.0444444444444445,217600.0,0.0,4.283333333333333,204918.87433448923,0.0,,,,,0.0,,,,,,,0.0,0.0,3.346111111111111,602300.0,2.1291,3.3451999999999984,2.1144,3.3310699999999986,1.0651201999280602,0.0,0.0,608818.8743344895
MaxRateMatching,0,5,411000005,3.391591082667261,3.4665071770334928,418.0,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07377156208329502,8275362.180765678,0.999491216032901,0.0,0.9961488763635818,0.901617529580135,0.9111111111111111,4.555555555555555,0.08888888888888889,0.0,1.0,0.9983237486961489,0.8635900730422845,0.0,180.0,180.0,360.0,398.0,0.0,0.0,9.0,0.0,571213.9991914668,0.0676777336795377,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205.0,205.0,205.0,0.0,0.0,186300.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,216380.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,77.0,77.0,0.0,0.0,207806.39488010693,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.391591082667261,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2388888888888889,186300.0,0.0,1.3555555555555556,216380.0,0.0,4.355555555555555,207806.39488010693,0.0,,,,,0.0,,,,,,,0.0,0.0,3.346111111111111,602300.0,0.7474,1.12402,0.7474,1.12402,0.5414911999832839,0.0,0.0,610486.3948801069
MaxWeight,0,5,411000005,3.3867898259299807,4.2990430622009566,418.0,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07289392483911605,8363140.96151211,0.9994814667222403,0.0,0.996085845875735,0.8992474991549329,0.9122222222222223,4.561111111111111,0.08777777777777777,0.0,1.0,0.998169820578511,0.8496992397514314,0.0,180.0,180.0,360.0,398.0,0.0,0.0,9.0,0.0,573060.841465199,0.06822446543497843,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205.0,205.0,205.0,0.0,0.0,185400.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,214470.6436139386,0.0,0.0,0.0,1.0,0.0,0.0,77.0,77.0,77.0,0.0,0.0,209751.52505345774,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3867898259299807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7611111111111111,185400.0,0.0,3.261111111111111,214470.6436139386,0.0,3.966666666666667,209751.52505345774,0.0,,,,,0.0,,,,,,,0.0,0.0,3.346111111111111,602300.0,1.0994,2.09691,1.0994,2.09691,0.7257008999586105,0.0,0.0,609622.1686673965
WeightedMaxWeight,0,5,411000005,3.3905600987326237,3.8225419664268587,418.0,418.0,417.0,0.0,1.0,0.0,0.0023923444976076554,0.0023923444976076554,0.0023923444976076554,0.9976076555023924,0.0023923444976076554,0.0,0.0,0.07328082698276447,8328246.867566246,0.9994743845410059,0.0,0.9963052423575238,0.9003146075389746,0.9144444444444444,4.572222222222222,0.08555555555555555,0.0,1.0,0.9980143068350643,0.8550832998585323,1.0,180.0,180.0,360.0,398.0,0.0,0.0,9.0,0.0,572050.9465666082,0.06805842847078641,0.0,0.0,1.0,0.0,0.004878048780487805,0.004878048780487805,0.004878048780487805,0.9951219512195122,0.004878048780487805,0.0,205.0,205.0,204.0,1.0,0.0,186297.34599961134,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,215160.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,77.0,77.0,0.0,0.0,208843.47177226105,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3905600987326237,0.0,0.004878048780487805,0.0023923444976076554,0.0023923444976076554,0.0023923444976076554,0.9976076555023924,0.004878048780487805,0.3277777777777778,186297.34599961134,0.0,1.9166666666666667,215160.0,0.0,4.772222222222222,208843.47177226105,0.0,,,,,0.0,,,,,,,0.0,0.0,3.341111111111111,601400.0,0.8666,1.637969999999999,0.8666,1.637969999999999,0.5981522999936715,0.0,0.0,610300.8177718723
EDF,0,5,411000005,3.3855225712932264,3.5861244019138754,418.0,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07427754372424918,8204283.99053042,0.9994834093719732,0.0,0.9959913300407606,0.8984009416455337,0.9277777777777778,4.638888888888889,0.07222222222222222,0.0,1.0,0.9990542478067314,0.8544653020028671,0.0,180.0,180.0,360.0,398.0,0.0,0.0,9.0,0.0,567835.0812694507,0.06764284331605512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205.0,205.0,205.0,0.0,0.0,186300.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,136.0,136.0,0.0,0.0,217600.0,0.0,0.0,0.0,1.0,0.0,0.0,77.0,77.0,77.0,0.0,0.0,205494.06283278085,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,180.0,3.3855225712932264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,186300.0,0.0,1.0666666666666667,217600.0,0.0,4.872222222222222,205494.06283278085,0.0,,,,,0.0,,,,,,,0.0,0.0,3.346111111111111,602300.0,0.7835,1.0894699999999997,0.7835,1.0894699999999997,0.5565544000128284,0.0,0.0,609394.0628327809
