method,metric,mean,ci95_low,ci95_high,n_blocks
SASP,deadline_expiration_class0,0.0025111137267509213,0.0009743074492613336,0.004047920004240509,5
SASP,queue_overflow_packet_probability,0.015151726232055695,0.011068117135844477,0.019235335328266913,5
SASP,cohort_goodput_mbps,4.149634259259259,4.068861472140434,4.230407046378084,5
SASP,energy_j,0.0963039184313738,0.09406682142753442,0.09854101543521318,5
SASP,throughput_mbps,3.7034783361580863,3.644344111788872,3.7626125605273004,5
SASP,total_packet_failure_probability,0.017958621338362603,0.01245820003855953,0.023459042638165676,5
SASP,deadline_expiration_class1,0.0030845314303788738,0.0014421463768694923,0.004726916483888255,5
SASP,deadline_expiration_class2,0.0029983758821881187,0.0003463361904345601,0.005650415573941678,5
SASP,controller_median_ms,6.307919166666666,5.796420236926023,6.8194180964073094,5
SASP,controller_p95_ms,11.67435733333333,10.154795641845794,13.193919024820865,5
SASP,decision_median_ms,6.292180833333334,5.780211877141771,6.804149789524897,5
SASP,decision_p95_ms,11.648308416666662,10.13091103142779,13.165705801905535,5
MaxRateMatching,deadline_expiration_class0,0.05247154614838432,0.048210568084384745,0.056732524212383895,5
MaxRateMatching,queue_overflow_packet_probability,0.0619306061114645,0.05660354658215886,0.06725766564077015,5
MaxRateMatching,cohort_goodput_mbps,3.6929351851851857,3.6458941572043853,3.739976213165986,5
MaxRateMatching,energy_j,0.08401845753375634,0.08280905976402704,0.08522785530348563,5
MaxRateMatching,throughput_mbps,3.663672617590315,3.5913930186248106,3.735952216555819,5
MaxRateMatching,total_packet_failure_probability,0.11603820127885656,0.10430493012261559,0.1277714724350975,5
MaxRateMatching,deadline_expiration_class1,0.0716965408598492,0.05996884948007751,0.08342423223962088,5
MaxRateMatching,deadline_expiration_class2,0.020916139128649234,0.015584210360775546,0.026248067896522922,5
MaxRateMatching,controller_median_ms,1.4127450000000001,1.3491367710038418,1.4763532289961585,5
MaxRateMatching,controller_p95_ms,2.1243574999999995,2.0373575688405854,2.2113574311594135,5
MaxRateMatching,decision_median_ms,1.4127450000000001,1.3491367710038418,1.4763532289961585,5
MaxRateMatching,decision_p95_ms,2.1243574999999995,2.0373575688405854,2.2113574311594135,5
MaxWeight,deadline_expiration_class0,0.1404100777677244,0.12632033975487456,0.15449981578057426,5
MaxWeight,queue_overflow_packet_probability,0.04576766912591103,0.04006791501889685,0.051467423232925205,5
MaxWeight,cohort_goodput_mbps,3.68325462962963,3.6354541771039393,3.731055082155321,5
MaxWeight,energy_j,0.08300368642794462,0.08213829418440534,0.0838690786714839,5
MaxWeight,throughput_mbps,3.631859031882604,3.579833019167727,3.6838850445974813,5
MaxWeight,total_packet_failure_probability,0.14481510627712116,0.1283703475817957,0.16125986497244663,5
MaxWeight,deadline_expiration_class1,0.0682759171860032,0.06308573459384886,0.07346609977815755,5
MaxWeight,deadline_expiration_class2,0.0201472976349638,0.01381452545577874,0.026480069814148854,5
MaxWeight,controller_median_ms,1.9118091666666668,1.8621260486703137,1.9614922846630198,5
MaxWeight,controller_p95_ms,2.5084459166666657,2.326821510624082,2.6900703227092495,5
MaxWeight,decision_median_ms,1.9118091666666668,1.8621260486703137,1.9614922846630198,5
MaxWeight,decision_p95_ms,2.5084459166666657,2.326821510624082,2.6900703227092495,5
WeightedMaxWeight,deadline_expiration_class0,0.07618500739416727,0.06753589148264254,0.084834123305692,5
WeightedMaxWeight,queue_overflow_packet_probability,0.04284381764803531,0.037356158511513284,0.04833147678455734,5
WeightedMaxWeight,cohort_goodput_mbps,3.7525925925925927,3.710725631484763,3.794459553700422,5
WeightedMaxWeight,energy_j,0.08425091014894659,0.0830313962848027,0.08547042401309048,5
